scenario_name,tokenizer_name,context_window,prompt_tokens,estimated_ttft_seconds,expected_output_tokens,tokens_per_second,estimated_decode_time_seconds,estimated_total_latency_seconds,decode_load,interpretation
packed_prompt_4096,TinyLlama/TinyLlama-1.1B-Chat-v1.0,4096,2663,0.2065,2048,100,20.48,20.6865,high,"With prompt_tokens=2663, estimated TTFT is about 0.2065 s. If the model generates 2048 output tokens at 100 tokens/sec, decode takes about 20.48 s and total latency becomes about 20.6865 s. This is only a simulation, not a real benchmark."
packed_prompt_4096,mistralai/Mistral-7B-Instruct-v0.2,4096,2621,0.2048,512,25,20.48,20.6848,medium,"With prompt_tokens=2621, estimated TTFT is about 0.2048 s. If the model generates 512 output tokens at 25 tokens/sec, decode takes about 20.48 s and total latency becomes about 20.6848 s. This is only a simulation, not a real benchmark."
packed_prompt_4096,mistralai/Mistral-7B-Instruct-v0.2,4096,2621,0.2048,1024,50,20.48,20.6848,high,"With prompt_tokens=2621, estimated TTFT is about 0.2048 s. If the model generates 1024 output tokens at 50 tokens/sec, decode takes about 20.48 s and total latency becomes about 20.6848 s. This is only a simulation, not a real benchmark."
packed_prompt_4096,mistralai/Mistral-7B-Instruct-v0.2,4096,2621,0.2048,2048,100,20.48,20.6848,high,"With prompt_tokens=2621, estimated TTFT is about 0.2048 s. If the model generates 2048 output tokens at 100 tokens/sec, decode takes about 20.48 s and total latency becomes about 20.6848 s. This is only a simulation, not a real benchmark."
packed_prompt_8192,TinyLlama/TinyLlama-1.1B-Chat-v1.0,8192,3877,0.2551,128,10,12.8,13.0551,low,"With prompt_tokens=3877, estimated TTFT is about 0.2551 s. If the model generates 128 output tokens at 10 tokens/sec, decode takes about 12.8 s and total latency becomes about 13.0551 s. This is only a simulation, not a real benchmark."
packed_prompt_32768,TinyLlama/TinyLlama-1.1B-Chat-v1.0,32768,3877,0.2551,128,10,12.8,13.0551,low,"With prompt_tokens=3877, estimated TTFT is about 0.2551 s. If the model generates 128 output tokens at 10 tokens/sec, decode takes about 12.8 s and total latency becomes about 13.0551 s. This is only a simulation, not a real benchmark."
packed_prompt_32768,mistralai/Mistral-7B-Instruct-v0.2,32768,3836,0.2534,128,10,12.8,13.0534,low,"With prompt_tokens=3836, estimated TTFT is about 0.2534 s. If the model generates 128 output tokens at 10 tokens/sec, decode takes about 12.8 s and total latency becomes about 13.0534 s. This is only a simulation, not a real benchmark."
packed_prompt_8192,mistralai/Mistral-7B-Instruct-v0.2,8192,3836,0.2534,128,10,12.8,13.0534,low,"With prompt_tokens=3836, estimated TTFT is about 0.2534 s. If the model generates 128 output tokens at 10 tokens/sec, decode takes about 12.8 s and total latency becomes about 13.0534 s. This is only a simulation, not a real benchmark."
packed_prompt_8192,Qwen/Qwen2.5-1.5B-Instruct,8192,3371,0.2348,128,10,12.8,13.0348,low,"With prompt_tokens=3371, estimated TTFT is about 0.2348 s. If the model generates 128 output tokens at 10 tokens/sec, decode takes about 12.8 s and total latency becomes about 13.0348 s. This is only a simulation, not a real benchmark."
packed_prompt_4096,Qwen/Qwen2.5-1.5B-Instruct,4096,3371,0.2348,128,10,12.8,13.0348,low,"With prompt_tokens=3371, estimated TTFT is about 0.2348 s. If the model generates 128 output tokens at 10 tokens/sec, decode takes about 12.8 s and total latency becomes about 13.0348 s. This is only a simulation, not a real benchmark."
packed_prompt_32768,Qwen/Qwen2.5-1.5B-Instruct,32768,3371,0.2348,128,10,12.8,13.0348,low,"With prompt_tokens=3371, estimated TTFT is about 0.2348 s. If the model generates 128 output tokens at 10 tokens/sec, decode takes about 12.8 s and total latency becomes about 13.0348 s. This is only a simulation, not a real benchmark."
packed_prompt_4096,TinyLlama/TinyLlama-1.1B-Chat-v1.0,4096,2663,0.2065,128,10,12.8,13.0065,low,"With prompt_tokens=2663, estimated TTFT is about 0.2065 s. If the model generates 128 output tokens at 10 tokens/sec, decode takes about 12.8 s and total latency becomes about 13.0065 s. This is only a simulation, not a real benchmark."
packed_prompt_4096,mistralai/Mistral-7B-Instruct-v0.2,4096,2621,0.2048,128,10,12.8,13.0048,low,"With prompt_tokens=2621, estimated TTFT is about 0.2048 s. If the model generates 128 output tokens at 10 tokens/sec, decode takes about 12.8 s and total latency becomes about 13.0048 s. This is only a simulation, not a real benchmark."
packed_prompt_32768,TinyLlama/TinyLlama-1.1B-Chat-v1.0,32768,3877,0.2551,1024,100,10.24,10.4951,high,"With prompt_tokens=3877, estimated TTFT is about 0.2551 s. If the model generates 1024 output tokens at 100 tokens/sec, decode takes about 10.24 s and total latency becomes about 10.4951 s. This is only a simulation, not a real benchmark."
packed_prompt_32768,TinyLlama/TinyLlama-1.1B-Chat-v1.0,32768,3877,0.2551,512,50,10.24,10.4951,medium,"With prompt_tokens=3877, estimated TTFT is about 0.2551 s. If the model generates 512 output tokens at 50 tokens/sec, decode takes about 10.24 s and total latency becomes about 10.4951 s. This is only a simulation, not a real benchmark."
packed_prompt_32768,TinyLlama/TinyLlama-1.1B-Chat-v1.0,32768,3877,0.2551,256,25,10.24,10.4951,medium,"With prompt_tokens=3877, estimated TTFT is about 0.2551 s. If the model generates 256 output tokens at 25 tokens/sec, decode takes about 10.24 s and total latency becomes about 10.4951 s. This is only a simulation, not a real benchmark."
packed_prompt_8192,TinyLlama/TinyLlama-1.1B-Chat-v1.0,8192,3877,0.2551,1024,100,10.24,10.4951,high,"With prompt_tokens=3877, estimated TTFT is about 0.2551 s. If the model generates 1024 output tokens at 100 tokens/sec, decode takes about 10.24 s and total latency becomes about 10.4951 s. This is only a simulation, not a real benchmark."
packed_prompt_8192,TinyLlama/TinyLlama-1.1B-Chat-v1.0,8192,3877,0.2551,512,50,10.24,10.4951,medium,"With prompt_tokens=3877, estimated TTFT is about 0.2551 s. If the model generates 512 output tokens at 50 tokens/sec, decode takes about 10.24 s and total latency becomes about 10.4951 s. This is only a simulation, not a real benchmark."
packed_prompt_8192,TinyLlama/TinyLlama-1.1B-Chat-v1.0,8192,3877,0.2551,256,25,10.24,10.4951,medium,"With prompt_tokens=3877, estimated TTFT is about 0.2551 s. If the model generates 256 output tokens at 25 tokens/sec, decode takes about 10.24 s and total latency becomes about 10.4951 s. This is only a simulation, not a real benchmark."
packed_prompt_32768,mistralai/Mistral-7B-Instruct-v0.2,32768,3836,0.2534,1024,100,10.24,10.4934,high,"With prompt_tokens=3836, estimated TTFT is about 0.2534 s. If the model generates 1024 output tokens at 100 tokens/sec, decode takes about 10.24 s and total latency becomes about 10.4934 s. This is only a simulation, not a real benchmark."
packed_prompt_32768,mistralai/Mistral-7B-Instruct-v0.2,32768,3836,0.2534,512,50,10.24,10.4934,medium,"With prompt_tokens=3836, estimated TTFT is about 0.2534 s. If the model generates 512 output tokens at 50 tokens/sec, decode takes about 10.24 s and total latency becomes about 10.4934 s. This is only a simulation, not a real benchmark."
packed_prompt_8192,mistralai/Mistral-7B-Instruct-v0.2,8192,3836,0.2534,1024,100,10.24,10.4934,high,"With prompt_tokens=3836, estimated TTFT is about 0.2534 s. If the model generates 1024 output tokens at 100 tokens/sec, decode takes about 10.24 s and total latency becomes about 10.4934 s. This is only a simulation, not a real benchmark."
packed_prompt_32768,mistralai/Mistral-7B-Instruct-v0.2,32768,3836,0.2534,256,25,10.24,10.4934,medium,"With prompt_tokens=3836, estimated TTFT is about 0.2534 s. If the model generates 256 output tokens at 25 tokens/sec, decode takes about 10.24 s and total latency becomes about 10.4934 s. This is only a simulation, not a real benchmark."
packed_prompt_8192,mistralai/Mistral-7B-Instruct-v0.2,8192,3836,0.2534,512,50,10.24,10.4934,medium,"With prompt_tokens=3836, estimated TTFT is about 0.2534 s. If the model generates 512 output tokens at 50 tokens/sec, decode takes about 10.24 s and total latency becomes about 10.4934 s. This is only a simulation, not a real benchmark."
packed_prompt_8192,mistralai/Mistral-7B-Instruct-v0.2,8192,3836,0.2534,256,25,10.24,10.4934,medium,"With prompt_tokens=3836, estimated TTFT is about 0.2534 s. If the model generates 256 output tokens at 25 tokens/sec, decode takes about 10.24 s and total latency becomes about 10.4934 s. This is only a simulation, not a real benchmark."
packed_prompt_32768,Qwen/Qwen2.5-1.5B-Instruct,32768,3371,0.2348,512,50,10.24,10.4748,medium,"With prompt_tokens=3371, estimated TTFT is about 0.2348 s. If the model generates 512 output tokens at 50 tokens/sec, decode takes about 10.24 s and total latency becomes about 10.4748 s. This is only a simulation, not a real benchmark."
packed_prompt_32768,Qwen/Qwen2.5-1.5B-Instruct,32768,3371,0.2348,256,25,10.24,10.4748,medium,"With prompt_tokens=3371, estimated TTFT is about 0.2348 s. If the model generates 256 output tokens at 25 tokens/sec, decode takes about 10.24 s and total latency becomes about 10.4748 s. This is only a simulation, not a real benchmark."
packed_prompt_8192,Qwen/Qwen2.5-1.5B-Instruct,8192,3371,0.2348,1024,100,10.24,10.4748,high,"With prompt_tokens=3371, estimated TTFT is about 0.2348 s. If the model generates 1024 output tokens at 100 tokens/sec, decode takes about 10.24 s and total latency becomes about 10.4748 s. This is only a simulation, not a real benchmark."
packed_prompt_32768,Qwen/Qwen2.5-1.5B-Instruct,32768,3371,0.2348,1024,100,10.24,10.4748,high,"With prompt_tokens=3371, estimated TTFT is about 0.2348 s. If the model generates 1024 output tokens at 100 tokens/sec, decode takes about 10.24 s and total latency becomes about 10.4748 s. This is only a simulation, not a real benchmark."
packed_prompt_4096,Qwen/Qwen2.5-1.5B-Instruct,4096,3371,0.2348,512,50,10.24,10.4748,medium,"With prompt_tokens=3371, estimated TTFT is about 0.2348 s. If the model generates 512 output tokens at 50 tokens/sec, decode takes about 10.24 s and total latency becomes about 10.4748 s. This is only a simulation, not a real benchmark."
packed_prompt_8192,Qwen/Qwen2.5-1.5B-Instruct,8192,3371,0.2348,512,50,10.24,10.4748,medium,"With prompt_tokens=3371, estimated TTFT is about 0.2348 s. If the model generates 512 output tokens at 50 tokens/sec, decode takes about 10.24 s and total latency becomes about 10.4748 s. This is only a simulation, not a real benchmark."
packed_prompt_4096,Qwen/Qwen2.5-1.5B-Instruct,4096,3371,0.2348,1024,100,10.24,10.4748,high,"With prompt_tokens=3371, estimated TTFT is about 0.2348 s. If the model generates 1024 output tokens at 100 tokens/sec, decode takes about 10.24 s and total latency becomes about 10.4748 s. This is only a simulation, not a real benchmark."
packed_prompt_8192,Qwen/Qwen2.5-1.5B-Instruct,8192,3371,0.2348,256,25,10.24,10.4748,medium,"With prompt_tokens=3371, estimated TTFT is about 0.2348 s. If the model generates 256 output tokens at 25 tokens/sec, decode takes about 10.24 s and total latency becomes about 10.4748 s. This is only a simulation, not a real benchmark."
packed_prompt_4096,Qwen/Qwen2.5-1.5B-Instruct,4096,3371,0.2348,256,25,10.24,10.4748,medium,"With prompt_tokens=3371, estimated TTFT is about 0.2348 s. If the model generates 256 output tokens at 25 tokens/sec, decode takes about 10.24 s and total latency becomes about 10.4748 s. This is only a simulation, not a real benchmark."
packed_prompt_4096,TinyLlama/TinyLlama-1.1B-Chat-v1.0,4096,2663,0.2065,256,25,10.24,10.4465,medium,"With prompt_tokens=2663, estimated TTFT is about 0.2065 s. If the model generates 256 output tokens at 25 tokens/sec, decode takes about 10.24 s and total latency becomes about 10.4465 s. This is only a simulation, not a real benchmark."
packed_prompt_4096,TinyLlama/TinyLlama-1.1B-Chat-v1.0,4096,2663,0.2065,1024,100,10.24,10.4465,high,"With prompt_tokens=2663, estimated TTFT is about 0.2065 s. If the model generates 1024 output tokens at 100 tokens/sec, decode takes about 10.24 s and total latency becomes about 10.4465 s. This is only a simulation, not a real benchmark."
packed_prompt_4096,TinyLlama/TinyLlama-1.1B-Chat-v1.0,4096,2663,0.2065,512,50,10.24,10.4465,medium,"With prompt_tokens=2663, estimated TTFT is about 0.2065 s. If the model generates 512 output tokens at 50 tokens/sec, decode takes about 10.24 s and total latency becomes about 10.4465 s. This is only a simulation, not a real benchmark."
packed_prompt_4096,mistralai/Mistral-7B-Instruct-v0.2,4096,2621,0.2048,1024,100,10.24,10.4448,high,"With prompt_tokens=2621, estimated TTFT is about 0.2048 s. If the model generates 1024 output tokens at 100 tokens/sec, decode takes about 10.24 s and total latency becomes about 10.4448 s. This is only a simulation, not a real benchmark."
packed_prompt_4096,mistralai/Mistral-7B-Instruct-v0.2,4096,2621,0.2048,512,50,10.24,10.4448,medium,"With prompt_tokens=2621, estimated TTFT is about 0.2048 s. If the model generates 512 output tokens at 50 tokens/sec, decode takes about 10.24 s and total latency becomes about 10.4448 s. This is only a simulation, not a real benchmark."
packed_prompt_4096,mistralai/Mistral-7B-Instruct-v0.2,4096,2621,0.2048,256,25,10.24,10.4448,medium,"With prompt_tokens=2621, estimated TTFT is about 0.2048 s. If the model generates 256 output tokens at 25 tokens/sec, decode takes about 10.24 s and total latency becomes about 10.4448 s. This is only a simulation, not a real benchmark."
packed_prompt_32768,TinyLlama/TinyLlama-1.1B-Chat-v1.0,32768,3877,0.2551,256,50,5.12,5.3751,medium,"With prompt_tokens=3877, estimated TTFT is about 0.2551 s. If the model generates 256 output tokens at 50 tokens/sec, decode takes about 5.12 s and total latency becomes about 5.3751 s. This is only a simulation, not a real benchmark."
packed_prompt_32768,TinyLlama/TinyLlama-1.1B-Chat-v1.0,32768,3877,0.2551,128,25,5.12,5.3751,low,"With prompt_tokens=3877, estimated TTFT is about 0.2551 s. If the model generates 128 output tokens at 25 tokens/sec, decode takes about 5.12 s and total latency becomes about 5.3751 s. This is only a simulation, not a real benchmark."
packed_prompt_8192,TinyLlama/TinyLlama-1.1B-Chat-v1.0,8192,3877,0.2551,128,25,5.12,5.3751,low,"With prompt_tokens=3877, estimated TTFT is about 0.2551 s. If the model generates 128 output tokens at 25 tokens/sec, decode takes about 5.12 s and total latency becomes about 5.3751 s. This is only a simulation, not a real benchmark."
packed_prompt_8192,TinyLlama/TinyLlama-1.1B-Chat-v1.0,8192,3877,0.2551,512,100,5.12,5.3751,medium,"With prompt_tokens=3877, estimated TTFT is about 0.2551 s. If the model generates 512 output tokens at 100 tokens/sec, decode takes about 5.12 s and total latency becomes about 5.3751 s. This is only a simulation, not a real benchmark."
packed_prompt_8192,TinyLlama/TinyLlama-1.1B-Chat-v1.0,8192,3877,0.2551,256,50,5.12,5.3751,medium,"With prompt_tokens=3877, estimated TTFT is about 0.2551 s. If the model generates 256 output tokens at 50 tokens/sec, decode takes about 5.12 s and total latency becomes about 5.3751 s. This is only a simulation, not a real benchmark."
packed_prompt_32768,TinyLlama/TinyLlama-1.1B-Chat-v1.0,32768,3877,0.2551,512,100,5.12,5.3751,medium,"With prompt_tokens=3877, estimated TTFT is about 0.2551 s. If the model generates 512 output tokens at 100 tokens/sec, decode takes about 5.12 s and total latency becomes about 5.3751 s. This is only a simulation, not a real benchmark."
packed_prompt_8192,mistralai/Mistral-7B-Instruct-v0.2,8192,3836,0.2534,256,50,5.12,5.3734,medium,"With prompt_tokens=3836, estimated TTFT is about 0.2534 s. If the model generates 256 output tokens at 50 tokens/sec, decode takes about 5.12 s and total latency becomes about 5.3734 s. This is only a simulation, not a real benchmark."
packed_prompt_32768,mistralai/Mistral-7B-Instruct-v0.2,32768,3836,0.2534,256,50,5.12,5.3734,medium,"With prompt_tokens=3836, estimated TTFT is about 0.2534 s. If the model generates 256 output tokens at 50 tokens/sec, decode takes about 5.12 s and total latency becomes about 5.3734 s. This is only a simulation, not a real benchmark."
packed_prompt_32768,mistralai/Mistral-7B-Instruct-v0.2,32768,3836,0.2534,512,100,5.12,5.3734,medium,"With prompt_tokens=3836, estimated TTFT is about 0.2534 s. If the model generates 512 output tokens at 100 tokens/sec, decode takes about 5.12 s and total latency becomes about 5.3734 s. This is only a simulation, not a real benchmark."
packed_prompt_8192,mistralai/Mistral-7B-Instruct-v0.2,8192,3836,0.2534,512,100,5.12,5.3734,medium,"With prompt_tokens=3836, estimated TTFT is about 0.2534 s. If the model generates 512 output tokens at 100 tokens/sec, decode takes about 5.12 s and total latency becomes about 5.3734 s. This is only a simulation, not a real benchmark."
packed_prompt_32768,mistralai/Mistral-7B-Instruct-v0.2,32768,3836,0.2534,128,25,5.12,5.3734,low,"With prompt_tokens=3836, estimated TTFT is about 0.2534 s. If the model generates 128 output tokens at 25 tokens/sec, decode takes about 5.12 s and total latency becomes about 5.3734 s. This is only a simulation, not a real benchmark."
packed_prompt_8192,mistralai/Mistral-7B-Instruct-v0.2,8192,3836,0.2534,128,25,5.12,5.3734,low,"With prompt_tokens=3836, estimated TTFT is about 0.2534 s. If the model generates 128 output tokens at 25 tokens/sec, decode takes about 5.12 s and total latency becomes about 5.3734 s. This is only a simulation, not a real benchmark."
packed_prompt_4096,Qwen/Qwen2.5-1.5B-Instruct,4096,3371,0.2348,128,25,5.12,5.3548,low,"With prompt_tokens=3371, estimated TTFT is about 0.2348 s. If the model generates 128 output tokens at 25 tokens/sec, decode takes about 5.12 s and total latency becomes about 5.3548 s. This is only a simulation, not a real benchmark."
packed_prompt_4096,Qwen/Qwen2.5-1.5B-Instruct,4096,3371,0.2348,256,50,5.12,5.3548,medium,"With prompt_tokens=3371, estimated TTFT is about 0.2348 s. If the model generates 256 output tokens at 50 tokens/sec, decode takes about 5.12 s and total latency becomes about 5.3548 s. This is only a simulation, not a real benchmark."
packed_prompt_8192,Qwen/Qwen2.5-1.5B-Instruct,8192,3371,0.2348,128,25,5.12,5.3548,low,"With prompt_tokens=3371, estimated TTFT is about 0.2348 s. If the model generates 128 output tokens at 25 tokens/sec, decode takes about 5.12 s and total latency becomes about 5.3548 s. This is only a simulation, not a real benchmark."
packed_prompt_4096,Qwen/Qwen2.5-1.5B-Instruct,4096,3371,0.2348,512,100,5.12,5.3548,medium,"With prompt_tokens=3371, estimated TTFT is about 0.2348 s. If the model generates 512 output tokens at 100 tokens/sec, decode takes about 5.12 s and total latency becomes about 5.3548 s. This is only a simulation, not a real benchmark."
packed_prompt_32768,Qwen/Qwen2.5-1.5B-Instruct,32768,3371,0.2348,128,25,5.12,5.3548,low,"With prompt_tokens=3371, estimated TTFT is about 0.2348 s. If the model generates 128 output tokens at 25 tokens/sec, decode takes about 5.12 s and total latency becomes about 5.3548 s. This is only a simulation, not a real benchmark."
packed_prompt_8192,Qwen/Qwen2.5-1.5B-Instruct,8192,3371,0.2348,512,100,5.12,5.3548,medium,"With prompt_tokens=3371, estimated TTFT is about 0.2348 s. If the model generates 512 output tokens at 100 tokens/sec, decode takes about 5.12 s and total latency becomes about 5.3548 s. This is only a simulation, not a real benchmark."
packed_prompt_32768,Qwen/Qwen2.5-1.5B-Instruct,32768,3371,0.2348,256,50,5.12,5.3548,medium,"With prompt_tokens=3371, estimated TTFT is about 0.2348 s. If the model generates 256 output tokens at 50 tokens/sec, decode takes about 5.12 s and total latency becomes about 5.3548 s. This is only a simulation, not a real benchmark."
packed_prompt_32768,Qwen/Qwen2.5-1.5B-Instruct,32768,3371,0.2348,512,100,5.12,5.3548,medium,"With prompt_tokens=3371, estimated TTFT is about 0.2348 s. If the model generates 512 output tokens at 100 tokens/sec, decode takes about 5.12 s and total latency becomes about 5.3548 s. This is only a simulation, not a real benchmark."
packed_prompt_8192,Qwen/Qwen2.5-1.5B-Instruct,8192,3371,0.2348,256,50,5.12,5.3548,medium,"With prompt_tokens=3371, estimated TTFT is about 0.2348 s. If the model generates 256 output tokens at 50 tokens/sec, decode takes about 5.12 s and total latency becomes about 5.3548 s. This is only a simulation, not a real benchmark."
packed_prompt_4096,TinyLlama/TinyLlama-1.1B-Chat-v1.0,4096,2663,0.2065,512,100,5.12,5.3265,medium,"With prompt_tokens=2663, estimated TTFT is about 0.2065 s. If the model generates 512 output tokens at 100 tokens/sec, decode takes about 5.12 s and total latency becomes about 5.3265 s. This is only a simulation, not a real benchmark."
packed_prompt_4096,TinyLlama/TinyLlama-1.1B-Chat-v1.0,4096,2663,0.2065,128,25,5.12,5.3265,low,"With prompt_tokens=2663, estimated TTFT is about 0.2065 s. If the model generates 128 output tokens at 25 tokens/sec, decode takes about 5.12 s and total latency becomes about 5.3265 s. This is only a simulation, not a real benchmark."
packed_prompt_4096,TinyLlama/TinyLlama-1.1B-Chat-v1.0,4096,2663,0.2065,256,50,5.12,5.3265,medium,"With prompt_tokens=2663, estimated TTFT is about 0.2065 s. If the model generates 256 output tokens at 50 tokens/sec, decode takes about 5.12 s and total latency becomes about 5.3265 s. This is only a simulation, not a real benchmark."
packed_prompt_4096,mistralai/Mistral-7B-Instruct-v0.2,4096,2621,0.2048,256,50,5.12,5.3248,medium,"With prompt_tokens=2621, estimated TTFT is about 0.2048 s. If the model generates 256 output tokens at 50 tokens/sec, decode takes about 5.12 s and total latency becomes about 5.3248 s. This is only a simulation, not a real benchmark."
packed_prompt_4096,mistralai/Mistral-7B-Instruct-v0.2,4096,2621,0.2048,512,100,5.12,5.3248,medium,"With prompt_tokens=2621, estimated TTFT is about 0.2048 s. If the model generates 512 output tokens at 100 tokens/sec, decode takes about 5.12 s and total latency becomes about 5.3248 s. This is only a simulation, not a real benchmark."
packed_prompt_4096,mistralai/Mistral-7B-Instruct-v0.2,4096,2621,0.2048,128,25,5.12,5.3248,low,"With prompt_tokens=2621, estimated TTFT is about 0.2048 s. If the model generates 128 output tokens at 25 tokens/sec, decode takes about 5.12 s and total latency becomes about 5.3248 s. This is only a simulation, not a real benchmark."
packed_prompt_8192,TinyLlama/TinyLlama-1.1B-Chat-v1.0,8192,3877,0.2551,128,50,2.56,2.8151,low,"With prompt_tokens=3877, estimated TTFT is about 0.2551 s. If the model generates 128 output tokens at 50 tokens/sec, decode takes about 2.56 s and total latency becomes about 2.8151 s. This is only a simulation, not a real benchmark."
packed_prompt_32768,TinyLlama/TinyLlama-1.1B-Chat-v1.0,32768,3877,0.2551,256,100,2.56,2.8151,medium,"With prompt_tokens=3877, estimated TTFT is about 0.2551 s. If the model generates 256 output tokens at 100 tokens/sec, decode takes about 2.56 s and total latency becomes about 2.8151 s. This is only a simulation, not a real benchmark."
packed_prompt_32768,TinyLlama/TinyLlama-1.1B-Chat-v1.0,32768,3877,0.2551,128,50,2.56,2.8151,low,"With prompt_tokens=3877, estimated TTFT is about 0.2551 s. If the model generates 128 output tokens at 50 tokens/sec, decode takes about 2.56 s and total latency becomes about 2.8151 s. This is only a simulation, not a real benchmark."
packed_prompt_8192,TinyLlama/TinyLlama-1.1B-Chat-v1.0,8192,3877,0.2551,256,100,2.56,2.8151,medium,"With prompt_tokens=3877, estimated TTFT is about 0.2551 s. If the model generates 256 output tokens at 100 tokens/sec, decode takes about 2.56 s and total latency becomes about 2.8151 s. This is only a simulation, not a real benchmark."
packed_prompt_8192,mistralai/Mistral-7B-Instruct-v0.2,8192,3836,0.2534,128,50,2.56,2.8134,low,"With prompt_tokens=3836, estimated TTFT is about 0.2534 s. If the model generates 128 output tokens at 50 tokens/sec, decode takes about 2.56 s and total latency becomes about 2.8134 s. This is only a simulation, not a real benchmark."
packed_prompt_8192,mistralai/Mistral-7B-Instruct-v0.2,8192,3836,0.2534,256,100,2.56,2.8134,medium,"With prompt_tokens=3836, estimated TTFT is about 0.2534 s. If the model generates 256 output tokens at 100 tokens/sec, decode takes about 2.56 s and total latency becomes about 2.8134 s. This is only a simulation, not a real benchmark."
packed_prompt_32768,mistralai/Mistral-7B-Instruct-v0.2,32768,3836,0.2534,128,50,2.56,2.8134,low,"With prompt_tokens=3836, estimated TTFT is about 0.2534 s. If the model generates 128 output tokens at 50 tokens/sec, decode takes about 2.56 s and total latency becomes about 2.8134 s. This is only a simulation, not a real benchmark."
packed_prompt_32768,mistralai/Mistral-7B-Instruct-v0.2,32768,3836,0.2534,256,100,2.56,2.8134,medium,"With prompt_tokens=3836, estimated TTFT is about 0.2534 s. If the model generates 256 output tokens at 100 tokens/sec, decode takes about 2.56 s and total latency becomes about 2.8134 s. This is only a simulation, not a real benchmark."
packed_prompt_4096,Qwen/Qwen2.5-1.5B-Instruct,4096,3371,0.2348,256,100,2.56,2.7948,medium,"With prompt_tokens=3371, estimated TTFT is about 0.2348 s. If the model generates 256 output tokens at 100 tokens/sec, decode takes about 2.56 s and total latency becomes about 2.7948 s. This is only a simulation, not a real benchmark."
packed_prompt_32768,Qwen/Qwen2.5-1.5B-Instruct,32768,3371,0.2348,128,50,2.56,2.7948,low,"With prompt_tokens=3371, estimated TTFT is about 0.2348 s. If the model generates 128 output tokens at 50 tokens/sec, decode takes about 2.56 s and total latency becomes about 2.7948 s. This is only a simulation, not a real benchmark."
packed_prompt_8192,Qwen/Qwen2.5-1.5B-Instruct,8192,3371,0.2348,128,50,2.56,2.7948,low,"With prompt_tokens=3371, estimated TTFT is about 0.2348 s. If the model generates 128 output tokens at 50 tokens/sec, decode takes about 2.56 s and total latency becomes about 2.7948 s. This is only a simulation, not a real benchmark."
packed_prompt_32768,Qwen/Qwen2.5-1.5B-Instruct,32768,3371,0.2348,256,100,2.56,2.7948,medium,"With prompt_tokens=3371, estimated TTFT is about 0.2348 s. If the model generates 256 output tokens at 100 tokens/sec, decode takes about 2.56 s and total latency becomes about 2.7948 s. This is only a simulation, not a real benchmark."
packed_prompt_8192,Qwen/Qwen2.5-1.5B-Instruct,8192,3371,0.2348,256,100,2.56,2.7948,medium,"With prompt_tokens=3371, estimated TTFT is about 0.2348 s. If the model generates 256 output tokens at 100 tokens/sec, decode takes about 2.56 s and total latency becomes about 2.7948 s. This is only a simulation, not a real benchmark."
packed_prompt_4096,Qwen/Qwen2.5-1.5B-Instruct,4096,3371,0.2348,128,50,2.56,2.7948,low,"With prompt_tokens=3371, estimated TTFT is about 0.2348 s. If the model generates 128 output tokens at 50 tokens/sec, decode takes about 2.56 s and total latency becomes about 2.7948 s. This is only a simulation, not a real benchmark."
packed_prompt_4096,TinyLlama/TinyLlama-1.1B-Chat-v1.0,4096,2663,0.2065,128,50,2.56,2.7665,low,"With prompt_tokens=2663, estimated TTFT is about 0.2065 s. If the model generates 128 output tokens at 50 tokens/sec, decode takes about 2.56 s and total latency becomes about 2.7665 s. This is only a simulation, not a real benchmark."
packed_prompt_4096,TinyLlama/TinyLlama-1.1B-Chat-v1.0,4096,2663,0.2065,256,100,2.56,2.7665,medium,"With prompt_tokens=2663, estimated TTFT is about 0.2065 s. If the model generates 256 output tokens at 100 tokens/sec, decode takes about 2.56 s and total latency becomes about 2.7665 s. This is only a simulation, not a real benchmark."
packed_prompt_4096,mistralai/Mistral-7B-Instruct-v0.2,4096,2621,0.2048,256,100,2.56,2.7648,medium,"With prompt_tokens=2621, estimated TTFT is about 0.2048 s. If the model generates 256 output tokens at 100 tokens/sec, decode takes about 2.56 s and total latency becomes about 2.7648 s. This is only a simulation, not a real benchmark."
packed_prompt_4096,mistralai/Mistral-7B-Instruct-v0.2,4096,2621,0.2048,128,50,2.56,2.7648,low,"With prompt_tokens=2621, estimated TTFT is about 0.2048 s. If the model generates 128 output tokens at 50 tokens/sec, decode takes about 2.56 s and total latency becomes about 2.7648 s. This is only a simulation, not a real benchmark."
packed_prompt_32768,TinyLlama/TinyLlama-1.1B-Chat-v1.0,32768,3877,0.2551,128,100,1.28,1.5351,low,"With prompt_tokens=3877, estimated TTFT is about 0.2551 s. If the model generates 128 output tokens at 100 tokens/sec, decode takes about 1.28 s and total latency becomes about 1.5351 s. This is only a simulation, not a real benchmark."
packed_prompt_8192,TinyLlama/TinyLlama-1.1B-Chat-v1.0,8192,3877,0.2551,128,100,1.28,1.5351,low,"With prompt_tokens=3877, estimated TTFT is about 0.2551 s. If the model generates 128 output tokens at 100 tokens/sec, decode takes about 1.28 s and total latency becomes about 1.5351 s. This is only a simulation, not a real benchmark."
